Başlık,Yazar,Yıl,Dergi,DOI,Scopus URL
Transforming E-Waste into Opportunities: Driving Organizational Actions to Achieve Sustainable Development Goals,Anuardo R.G.,2023-10-01,Sustainability (Switzerland),10.3390/su151914150,https://api.elsevier.com/content/abstract/scopus_id/85174154885
Exergy-based techno-economic and environmental assessments of a proposed integrated solar powered electricity generation system along with novel prioritization method and performance indices,Tiktaş A.,2023-10-01,Process Safety and Environmental Protection,10.1016/j.psep.2023.08.048,https://api.elsevier.com/content/abstract/scopus_id/85168500753
"Digital reproducibility in locative media: Atatürk, his mother and women’s rights monument, İzmir",İnan Y.,2023-10-01,Convergence,10.1177/13548565231193122,https://api.elsevier.com/content/abstract/scopus_id/85166532216
"Influence of different cooking methods on quality characteristics and nutritional value of gluten-free beef burger patties formulated with walnut oil, safflower oil and buckwheat",Fadiloglu E.E.,2023-10-01,Meat Science,10.1016/j.meatsci.2023.109251,https://api.elsevier.com/content/abstract/scopus_id/85163206258
Shifting from demolition to disassembly: A hybrid timber-steel multistory residential building for circular design,Morales-Beltran M.,2023-09-27,AIP Conference Proceedings,10.1063/5.0170365,https://api.elsevier.com/content/abstract/scopus_id/85177859894
Event Study Design for Modeling Early Relaxation in Turkish Public with COVID-19 Vaccine,Keser M.,2023-09-04,Disaster Medicine and Public Health Preparedness,10.1017/dmp.2023.147,https://api.elsevier.com/content/abstract/scopus_id/85169651507
"THE PACE OF FICTION: NARRATIVE MOVEMENT AND THE NOVEL, by Brian Gingrich.",Özbilek C.K.,2023-09-01,James Joyce Quarterly,10.1353/jjq.2023.a905389,https://api.elsevier.com/content/abstract/scopus_id/85175022392
Generalized Polynomials and Their Unification and Extension to Discrete Calculus,Cichoń M.,2023-09-01,Symmetry,10.3390/sym15091677,https://api.elsevier.com/content/abstract/scopus_id/85172773076
Financial development and the energy net-zero transformation potential,Ding W.,2023-09-01,Energy Economics,10.1016/j.eneco.2023.106863,https://api.elsevier.com/content/abstract/scopus_id/85165227447
"Energetic, exergetic, exergoeconomic, environmental and sustainability analyses of a solar, geothermal and biomass based novel multi-generation system for production of power, hydrogen, heating, cooling and fresh water",Bozgeyik A.,2023-09-01,Process Safety and Environmental Protection,10.1016/j.psep.2023.07.018,https://api.elsevier.com/content/abstract/scopus_id/85164680379
"2-D and 3-D basin site effects in Izmir-Bayrakli during the October 30, 2020 M<inf>w</inf>7.0 Samos earthquake",Cetin K.O.,2023-09-01,Bulletin of Earthquake Engineering,10.1007/s10518-023-01738-3,https://api.elsevier.com/content/abstract/scopus_id/85164515723
Investigating the role of knowledge-based supply chains for supply chain resilience by graph theory matrix approach,Sezer M.D.,2023-09-01,Operations Management Research,10.1007/s12063-023-00391-y,https://api.elsevier.com/content/abstract/scopus_id/85162000263
Dynamic performance and sustainability assessment of a PV driven Carnot battery,Canpolat Tosun D.,2023-09-01,Energy,10.1016/j.energy.2023.127769,https://api.elsevier.com/content/abstract/scopus_id/85159140654
Are return predictors of industrial equity indexes common across regions?,Bengitöz P.,2023-09-01,Journal of Asset Management,10.1057/s41260-023-00313-4,https://api.elsevier.com/content/abstract/scopus_id/85158944926
Big data analytics and the effects of government restrictions and prohibitions in the COVID-19 pandemic on emergency department sustainable operations,Sariyer G.,2023-09-01,Annals of Operations Research,10.1007/s10479-022-04955-2,https://api.elsevier.com/content/abstract/scopus_id/85138200278
Development of a deep wavelet pyramid scene parsing semantic segmentation network for scene perception in indoor environments,Aslan S.N.,2023-09-01,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-022-04231-y,https://api.elsevier.com/content/abstract/scopus_id/85134345927
Senior Millionaires and their Travel Behaviours: the Case of Turkey,Bulut C.,2023-09-01,Journal of Population Ageing,10.1007/s12062-020-09297-0,https://api.elsevier.com/content/abstract/scopus_id/85129675736
A comprehensive health economic analysis of the 2023 Turkey earthquake,Kahraman S.,2023-08-29,Disaster Medicine and Public Health Preparedness,10.1017/dmp.2023.160,https://api.elsevier.com/content/abstract/scopus_id/85173787133
Turkey's energy policy: Path dependency of carbon lock-in,Işeri E.,2023-08-22,"A Companion to Modern Turkey's Centennial: Political, Sociological, Economic and Institutional Transformations since 1923",,https://api.elsevier.com/content/abstract/scopus_id/85211284966
Turkey's migration management regimes,Kirişci K.,2023-08-22,"A Companion to Modern Turkey's Centennial: Political, Sociological, Economic and Institutional Transformations since 1923",,https://api.elsevier.com/content/abstract/scopus_id/85211282185
"In the nexus of sustainability, circular economy and food industry: Circular food package design",Kazancoglu Y.,2023-08-20,Journal of Cleaner Production,10.1016/j.jclepro.2023.137778,https://api.elsevier.com/content/abstract/scopus_id/85163820034
"Mapping the intersections of sustainability, circular economy, and consumer behavior: A bibliometric review on food waste",Baybars M.,2023-08-02,E3S Web of Conferences,10.1051/e3sconf/202340801005,https://api.elsevier.com/content/abstract/scopus_id/85171184022
Green innovation in hospitality industry: role of environmental strategies and top management support,Arsawan I.W.E.,2023-08-02,E3S Web of Conferences,10.1051/e3sconf/202340801010,https://api.elsevier.com/content/abstract/scopus_id/85171138368
Identifying the Drivers of Circular Food Packaging: A Comprehensive Review for the Current State of the Food Supply Chain to Be Sustainable and Circular,Ada E.,2023-08-01,Sustainability (Switzerland),10.3390/su151511703,https://api.elsevier.com/content/abstract/scopus_id/85167898229
"Enhancing Meteorological Drought Modeling Accuracy Using Hybrid Boost Regression Models: A Case Study from the Aegean Region, Türkiye",Gul E.,2023-08-01,Sustainability (Switzerland),10.3390/su151511568,https://api.elsevier.com/content/abstract/scopus_id/85167889664
VMD-GP: A New Evolutionary Explicit Model for Meteorological Drought Prediction at Ungauged Catchments,Danandeh Mehr A.,2023-08-01,Water (Switzerland),10.3390/w15152686,https://api.elsevier.com/content/abstract/scopus_id/85167661797
Fluence (UV dose) distribution assessment of UV-C light at 254 nm on food surfaces using radiochromic film dosimetry integrated with image processing and convolutional neural network (CNN),Cankal Y.S.,2023-08-01,Innovative Food Science and Emerging Technologies,10.1016/j.ifset.2023.103439,https://api.elsevier.com/content/abstract/scopus_id/85166176069
A dynamic connectedness analysis between rare earth prices and renewable energy,Madaleno M.,2023-08-01,Resources Policy,10.1016/j.resourpol.2023.103888,https://api.elsevier.com/content/abstract/scopus_id/85165991420
The impact of geopolitical risks on connectedness among natural resource commodities: A quantile vector autoregressive approach,Evrim Mandaci P.,2023-08-01,Resources Policy,10.1016/j.resourpol.2023.103957,https://api.elsevier.com/content/abstract/scopus_id/85165541559
"Role of ethnic conflicts, regularization and natural resource abundance in sustainable development",Azam M.,2023-08-01,Resources Policy,10.1016/j.resourpol.2023.103936,https://api.elsevier.com/content/abstract/scopus_id/85165538168
Barriers to Cement Industry Towards Circular Economy,Ada E.,2023-08-01,"International Journal of Mathematical, Engineering and Management Sciences",10.33889/IJMEMS.2023.8.4.035,https://api.elsevier.com/content/abstract/scopus_id/85164274025
Modular responsive facade proposals based on semi-regular and demi-regular tessellation: daylighting and visual comfort,Kızılörenli E.,2023-08-01,Frontiers of Architectural Research,10.1016/j.foar.2023.02.005,https://api.elsevier.com/content/abstract/scopus_id/85151370881
Production and energy mode control of a production-inventory system,Tan B.,2023-08-01,European Journal of Operational Research,10.1016/j.ejor.2022.12.021,https://api.elsevier.com/content/abstract/scopus_id/85146283639
The role of uncertainties on sustainable stocks and green bonds,Cagli E.C.,2023-07-18,Qualitative Research in Financial Markets,10.1108/QRFM-02-2022-0032,https://api.elsevier.com/content/abstract/scopus_id/85144122903
Estimation of flow duration and mass flow curves in ungauged tributary streams,Vaheddoost B.,2023-07-10,Journal of Cleaner Production,10.1016/j.jclepro.2023.137246,https://api.elsevier.com/content/abstract/scopus_id/85153562886
Analysis of Value Creation Disclosures in Logistics Industry: Evidence From Integrated Reports,Yardimci B.,2023-07-01,Iranian journal of Management Studies,10.22059/ijms.2022.330700.674758,https://api.elsevier.com/content/abstract/scopus_id/85166572412
Discovering Hidden Associations among Environmental Disclosure Themes Using Data Mining Approaches,Acar E.,2023-07-01,Sustainability (Switzerland),10.3390/su151411406,https://api.elsevier.com/content/abstract/scopus_id/85166196269
Encrypted quantum state tomography with phase estimation for quantum Internet,Gulbahar B.,2023-07-01,Quantum Information Processing,10.1007/s11128-023-04034-w,https://api.elsevier.com/content/abstract/scopus_id/85165233061
Meteorological Drought Assessment and Trend Analysis in Puntland Region of Somalia,Muse N.M.,2023-07-01,Sustainability (Switzerland),10.3390/su151310652,https://api.elsevier.com/content/abstract/scopus_id/85164977121
Drivers for circular economy development: making businesses more environmentally friendly,Kurita A.E.,2023-07-01,Environmental Science and Pollution Research,10.1007/s11356-023-28048-0,https://api.elsevier.com/content/abstract/scopus_id/85161829979
Energy loss and contraction coefficients-based vertical sluice gate’s discharge coefficient under submerged flow using symbolic regression,Shakouri B.,2023-07-01,Environmental Science and Pollution Research,10.1007/s11356-023-27388-1,https://api.elsevier.com/content/abstract/scopus_id/85160444153
How authenticity of corporate social responsibility affects organizational attractiveness: Stakeholder perceptions of organizational ideology,Turker D.,2023-07-01,Corporate Social Responsibility and Environmental Management,10.1002/csr.2444,https://api.elsevier.com/content/abstract/scopus_id/85146181969
A decision framework for incorporating the coordination and behavioural issues in sustainable supply chains in digital economy,Kumar P.,2023-07-01,Annals of Operations Research,10.1007/s10479-022-04814-0,https://api.elsevier.com/content/abstract/scopus_id/85133344840
Magnifying work outcomes: Cultural tightness-looseness ameliorates the connection of university autonomy-role ambiguity,Akyürek S.S.,2023-07-01,Current Psychology,10.1007/s12144-022-02975-6,https://api.elsevier.com/content/abstract/scopus_id/85127270039
Renewable energy management in smart home environment via forecast embedded scheduling based on Recurrent Trend Predictive Neural Network,Nakıp M.,2023-06-15,Applied Energy,10.1016/j.apenergy.2023.121014,https://api.elsevier.com/content/abstract/scopus_id/85151292003
Developing a resilient healthcare supply chain to prevent disruption in the wake of emergency health crisis,Hossain M.K.,2023-06-02,International Journal of Emerging Markets,10.1108/IJOEM-10-2021-1628,https://api.elsevier.com/content/abstract/scopus_id/85130720134
How does exercise affect energy metabolism? An in silico approach for cardiac muscle,Yalçınkaya B.H.,2023-06-01,Heliyon,10.1016/j.heliyon.2023.e17164,https://api.elsevier.com/content/abstract/scopus_id/85161855045
The art of augmented memory: Remembering with augmented reality application in the case of the Temple of Artemis,Yılmaz A.,2023-06-01,Digital Scholarship in the Humanities,10.1093/llc/fqac084,https://api.elsevier.com/content/abstract/scopus_id/85161673405
An information geometrical evaluation of Shannon information metrics on a discrete n-dimensional digital manifold,Koltuksuz A.,2023-06-01,Heliyon,10.1016/j.heliyon.2023.e16653,https://api.elsevier.com/content/abstract/scopus_id/85161009662
Proposal of novel exergy-based sustainability indices and case study for a biomass gasification combine cycle integrated with liquid metal magnetohydrodynamics,Tosun D.C.,2023-06-01,Process Safety and Environmental Protection,10.1016/j.psep.2023.04.009,https://api.elsevier.com/content/abstract/scopus_id/85153529438
CVD graphene/SiC UV photodetector with enhanced spectral responsivity and response speed,Jehad A.K.,2023-06-01,Sensors and Actuators A: Physical,10.1016/j.sna.2023.114309,https://api.elsevier.com/content/abstract/scopus_id/85151272204
Self-powered photodetector array based on individual graphene electrode and silicon-on-insulator integration,Yanilmaz A.,2023-06-01,Sensors and Actuators A: Physical,10.1016/j.sna.2023.114336,https://api.elsevier.com/content/abstract/scopus_id/85151258361
Application of net zero extended exergy buildings concept for sustainable buildings analysis,Açikkalp E.,2023-06-01,Journal of Building Engineering,10.1016/j.jobe.2023.106095,https://api.elsevier.com/content/abstract/scopus_id/85148031332
